url	class
http://antyweb.pl/polskie-startupy-sa-coraz-lepsze-sprawdzcie/	positive
http://aparatki123.p2a.pl/viewtopic.php?id=288	positive
http://apetycznewnetrze.blogspot.com/2014/04/wieszak-funkcjonalna-ozdoba-sciany.html	positive
http://archiwum2.amazonki.net/index.php?showtopic=3297	negative
http://artelis.pl/artykuly/7420/Zarabianie-w-Internecie	positive
http://artjaw.republika.pl/linki.htm	negative
http://arturandrus.bloog.pl/id,334190293,title,Orzel-moze,index.html	positive
http://asystentzdrowia.pl/gdzie-sie-leczyc/wybor-lekarza/	positive
http://atrium-felicity.pl/en/shops/itaka	positive
http://atrium-targowek.pl/pl/sklepy/itaka	positive
http://aurumolea.com/konkurs/	positive
http://autopodroze.pl/bez-kategorii/slonce-w-zimie/	positive
http://avangarda-magazine.blogspot.com/2014/06/luzne-trendy-w-modzie.html	positive
http://avensis.info/viewtopic.php?t=7117	positive
http://bachusantol11.id.joe.pl/	negative
http://bahn-in-pommern.de/links/03.htm	negative
http://baiti.pl/	positive
http://baiti.pl/index.php/2-uncategorised/89-sylwester-w-rzymie-autokarowy	positive
http://baltexotic.ru/en/hotels/index.php?SECTION_ID=32&ELEMENT_ID=676	positive
http://baltexotic.ru/fr/hotels/?SECTION_ID=47	positive
http://ban.pl/	positive
http://bartiihh.w.interia.pl/	negative
http://basic-systems.blogspot.com/	negative
http://basic-systems.blogspot.com/2005/12/narzdzie-do-sprawdzania-pozycji.html	negative
http://berlinski.pl/pozycjonowanie-stron/linkujpro-upadek-systemu/	positive
http://bestquality7.tumblr.com/	negative
http://bezprzesady.pl/hobby/gdzie-mozemy-w-poznaniu-kupic-naprawde-swieze-ryby	negative
http://biegdlapar.pl/	positive
http://biegdlapar.pl/kontakt/	positive
http://biegpruszkow.pl/partnerzy/	positive
http://bigsponsor.pl/program/wypoczynek/Egzotyka__28	positive
http://bigsponsor.pl/program/wypoczynek/Moje_Marzenia__32	positive
http://biotechnologia.pl/biotechnologia/doniesienia-naukowe/diagnoza-przez-internet-czy-mozna-uniknac-niebezpieczenstwa,12391	positive
http://biura-podrozy.studentnews.pl/serwis.php?&s=1851&pok=43511&c1=12&c1m=817&l=&id=97681	positive
http://biura.turystyka.pl/agroturystyka/agroturystyka,gory,izerskie,s,520/	negative
http://biuroprasowe.netpr.pl/pr/153188/serwisy-agory-w-nowej-sieci-reklamowej-business-ad-network?rss=true	positive
http://biznes.blogspot.com/	positive
http://biznes.blogspot.com/2005_06_19_archive.html	negative
http://biznes.legia.com/biznes.php?typ=news&id=141	positive
http://biznesatlas.com/wpis.php?id=69976	negative
http://biznesoweinfo.pl/szukac-zlecen-copywritera/	positive
http://blog.bexlab.pl/	positive
http://blog.bexlab.pl/wordpress-odc1-szablon/21/	positive
http://blog.brandgravity.pl/marketing-szeptany-jak-to-dziala/	positive
http://blog.eholiday.pl/poradnik/dlaczego-nie-powinno-sie-powielac-tresci-w-internecie/	positive
http://blog.fones.pl/post/2014-03-31/finalisci-start-up-fest-2014-opinia/	positive
http://blog.ilpalagetto.it/	negative
http://blog.jeza.pl/category/pozycjonowanie/	positive
http://blog.onet.pl/blogroku2006/0,3864,0,1375752,lista.html	positive
http://blog.onet.pl/blogroku2006/0,3864,0,1375758,lista.html	positive
http://blog.performancemedia.pl/seo/nienaturalne-linki-i-prosba-o-ponowne-rozpatrzenie-zgloszenia-witryny	positive
http://blog.poradnik-webmastera.com/218/skrypty/sledzenie-osob-wchodzacych-z-kanalow-na-strone	positive
http://blog.pozycjoner.net/kat-10-linki.htm	positive
http://blog.pozycjoner.net/wiecej-90-stronyseo.htm	positive
http://blog.propartner.pl/co-to-jest-pozycjonowanie-stron/	negative
http://blog.seosklep24.pl/kolejny-wysyp-powiadomien-od-google/	positive
http://blog.shpyo.net/	positive
http://blog.shpyo.net/168/guglarz-pod-ostrzalem-pytan.html	positive
http://blog.shpyo.net/305/semcamp-9---relacja.html	positive
http://blog.sprawna.pl/2007/06/23/nocna-optymalizacja-seoparty-2007/	positive
http://blog.tausendundeinbuch.info/	negative
http://blog.tiger.com.pl/	positive
http://blog.tiger.com.pl/2015/02/	negative
http://blogofpoland.com/?p=223	positive
http://bluerank.blogspot.com/2009/08/google-caffeine.html	positive
http://bluesky.ru/	positive
http://bluesky29.ru/	positive
http://boat-charter.bestofluxury.com/windward-islands	negative
http://bookmarkjoli.webege.com/podroze.html	negative
http://bpartur.pl/index.php?action=1	positive
http://breakdacycle.com/?p=390	positive
http://brobility.com/article/building-your-own-quadcopter-assembly	positive
http://bronikowski.com/107/boatcamp-czyli-jak-w-lodzi-hartowala-sie-stal/comment-page-1	positive
http://bronikowski.com/page/24	positive
http://bs.net.pl/ciekawe-rzeczy-w-sieci/sprawdz-kto-cie-leczy	positive
http://btkaliningrad.ru/zharkie-strany	positive
http://bucom2014.iabcpoland.pl/partnerzy/	positive
http://bulgaria.a2a.pl/2008/02/03/hotel-azalia-bulgaria-tanie-kwatery-urlop/	negative
http://bulgaria.a2a.pl/tag/plaza/	negative
http://bustersmachine.blogspot.com/	negative
http://bustersmachine.blogspot.com/2010/12/hakerzy-atakuja-wrogow-wikileaks.html	negative
http://bycwidocznym.pl/	positive
http://carrots.pl/	positive
http://cartoonist.nu/stefanfurman.php	negative
http://caslunicko.cesys.info/aktuality/6:odlety-z-katovic.html	positive
http://cat.dirpress.webt.pl/1710/darmowe-gry.html	negative
http://catalog1.reklamawinternecie.xwl.pl/Gry_w_przegladarce/3738/	negative
http://centrumsprawnoscidziecka.pl/	positive
http://centrumsprawnoscidziecka.pl/kontakt/	positive
http://cezars.hostit.pl/inne/bookmarks.html	negative
http://ch-pogoria.pl/index.php/sklepy?view=szczegoly&id=3130	positive
http://ch-pogoria.pl/sklepy?start=20	positive
http://charlizemystery.com/page/98/	positive
http://charlizemystery.com/page/99/	positive
http://chrondo.pl/en/shops/	positive
http://chrondo.pl/sklepy/	positive
http://climax.neostrada.pl/bestsite.html	negative
http://climax.neostrada.pl/biurapodrozy.html	negative
http://climax.neostrada.pl/informator.html	negative
http://coggeshall.busboom.freehostid.com/1025/gry-w-przegladarce.html	negative
http://comactivity.nu/emilia-figura.html	negative
http://community.remedygames.com/memberlist.php?ltr=H&pp=30&sort=joindate&order=desc	negative
http://conchitahome.blogspot.de/2014_09_01_archive.html	positive
http://contentverve.com/10-call-to-action-case-studies-examples-from-button-tests/	positive
http://contichorzow.pl/	positive
http://coraltravel.ua/	positive
http://crazy.cigiema.fr/msnbetter_thangoogle/	negative
http://crazy.cigiema.fr/msnbetter_thangoogle/msnbetter_thangoogle_4/	negative
http://cressi-tenerife.com/index.php?lang=en	positive
http://critical.pl/adtaily-reklama-internecie/	positive
http://croatia.hr/pl-PL/Przedstawicielstwa/Polska/Touroperatorzy/Biura-Podrozy-Touroperatorzy-?Y1xTb3J0T3JkZXIsY3RnXDMxLGRcQVNDLGlcMw==	negative
http://csgames.pl/	negative
http://css-tricks.com/child-and-sibling-selectors/	positive
http://cssbeauty.com/skillshare/account/1229/	positive
http://cssgallery.pl/other/optymalizacja/	negative
http://cssglobe.com/my-top-5-html-coding-preferences/	positive
http://cyber-swiat.pl/pozycjonowanie-strony/	positive
http://czarnecki.pro/o-mnie/	positive
http://czarny-flamaster.blogspot.com/2012_10_01_archive.html	positive
http://czarny-flamaster.blogspot.com/2012/10/i-trymestr-ciazy.html	positive
http://czasopisma.beck.pl/reklama/	positive
http://czaswakacji.com/partnerzy/	positive
http://dabu.pl/tag-jeziora	negative
http://damianhome.blogspot.com/2014/06/designer-birthday-gift-ideas.html	positive
http://damianhome.blogspot.com/2014/09/animal-skin.html	positive
http://danowski.pl/internet-na-sztandarach-czyli-jak-wygrac-wybory-i-zdobyc-popularnosc-ebook/	positive
http://darmowepozycjonowaniestrony.blogspot.com/2012/08/troche-prawdy-na-temat-pozycjonowania.html	positive
http://darmowykatalogseo.pl/strona/gry-przegladarkowe-4885w.html	positive
http://darmowykatalogseo.pl/strona/noclegi-gory-izerskie-6269w.html	negative
http://deko-rady.pl/ogrod-2/polski-design-wprowadz-mode-swojego-ogrodu_6305	positive
http://dekormaniaczka.blogspot.com/2014_04_01_archive.html	positive
http://dekormaniaczka.blogspot.com/2014/04/nowe-dekoracje.html	positive
http://dentalmentor.pl/parnerzy	positive
http://dermatolog-krakow.org/dermatologkrakow3.php	positive
http://dermatolog-trojmiasto.pl/kiedy-do-endokrynologa	positive
http://designshack.net/articles/css/correctly-displaying-your-logo-with-css/	positive
http://di.com.pl/news/15193,0,Tracic_myszka_pozycjonowanie_i_optymalizacje.html	positive
http://di.com.pl/news/26283,0,RadomIT_spotkanie_branzy_i_wiosenne_SEO_Party.html	positive
http://dietetyk-trojmiasto.pl/choroby-ukladu-krwionosnego	positive
http://dig.do/fakty-mity-seo.info	negative
http://dobreprogramypartnerskie.blogspot.com/2011/01/jak-zrealizowac-czek.html	positive
http://domaintalk.pl/lofiversion/index.php?t7676.html	positive
http://dominikjedrzejczak.pl/jak-pozycjonowac-strone/	negative
http://drkorczynski.com/dla-chorych.html	positive
http://dziewczynynieplacza.pl/2015/02/27/ubierz-sie-modnie-z-clotify-i-wygraj-voucher-na-zakupy/	positive
http://e-biznes.pl/prawdziwy-profil-uzytkownikow-wakacje-pl/	positive
http://e-biznes.pl/wakacje-pl-sprzedane/	positive
http://e-gastrolog.pl/czy-nauka-laryngologii-jest-trudna	positive
http://e-prawnik.pl/	positive
http://ebiznes.blox.pl/html	positive
http://ecommerce.blox.pl/2007/03/Pozycjonowanie-szerokie-dlugi-ogon-kluczem-do.html	positive
http://ecommerce.blox.pl/html	positive
http://ecommerce.blox.pl/html/1310721,262146,20.html?3	negative
http://edgp.gazetaprawna.pl/index.php?act=mprasa&sub=article&id=437445	positive
http://egipt.frote.eu/	negative
http://ekomersy.pl/firmy-eskpansja/20056	positive
http://ela-travel.neostrada.pl/turystyka.html	positive
http://elitapozycjonowaniapl.blogspot.com/	negative
http://elitapozycjonowaniapl.blogspot.com/2006/11/polska-elita-seo-spis-tajny.html	negative
http://elitetravelkos.gr/default.asp?id=123325&lg_id=1	positive
http://en.cincinpolishcup.pl/	positive
http://en.cincinpolishcup.pl/zgloszeniapar/zgloszenia	positive
http://en.protos.vc/portfolio/	positive
http://en.warszawa-wilenska.pl/W/do/centre/fiche-boutique-salon_firmowy_itaka	positive
http://en.webrazzi.com/2014/07/29/medical-booking-and-rating-platform-docplanner-acquires-turkish-market-leader/	positive
http://enter.chip.pl/viewtopic.php?f=6&t=38037	positive
http://enzo.pl/2011/12/16/semcamp-9-subiektywna-relacja-uczestnika/	positive
http://erin.opus.dejm.pl/3508/gry-mmorpg-po-polsku.html	negative
http://es.forumoverview.com/overview/Contabilidad/NjEzNQ==	negative
http://es.forumoverview.com/overview/Contabilidad/NjMxNA==	negative
http://estart24.pl/	negative
http://estetyczne.net.pl/dobrzy-alergolodzy	positive
http://evenea.pl/imprezy/biznes-i-przedsiebiorczosc/warszawa/startup-art-workshop-bezplatne-warsztaty-biznesowe-dla-sektora-kreatywnego-53374/	positive
http://everestexpedition.pl/partnerzy-i-przyjaciele	positive
http://everindex.pl/gazeta.pl	positive
http://everindex.pl/planeta-seo.pl	positive
http://exclusivemag.pl/teneryfa-milosnikow-sportow-wodnych/	positive
http://expresskaszubski.pl/aktualnosci/2013/02/nocna-i-swiateczna-opieka-medyczna-w-kartuzach-i-sierakowicach	positive
http://extrapolska.pl/polecam-zakynthos/	positive
http://extrapolska.pl/zanzibar-wakacyjna-wyspa/	positive
http://f.kafeteria.pl/temat/f1/czy-za-1500-2000zl-za-osobe-mozna-spedzic-tydzien-gdzies-nad-cieplym-morzem-p_3742629	positive
http://f.kafeteria.pl/temat/f1/na-jakiej-glebokosci-jest-blona-dziewicza-p_5193926	positive
http://f.kafeteria.pl/temat/f10/rzeszow-ginekolodzy-p_3170812/13	positive
http://f.kafeteria.pl/temat/pilnieosprzedam-wycieczke-do-tunezji-sousse-marabout-p_3535130	positive
http://fakty-mity-seo.info/mistrzostwa-pozycjonowania-2008.html	positive
http://falco-jc.pl/internet,i,komputery/gry,na,przegladarke,s,8332/	negative
http://fashionbysylvia.blogspot.com/2014_07_01_archive.html	positive
http://fashionbysylvia.blogspot.com/2014/07/blog-post.html	positive
http://feeds.feedburner.com/madeinwro-wydarzenia	negative
http://fenomendomen.blogspot.com/2007/10/moje-pierwsze-kroki.html	negative
http://finical.pakiet.idwap.info/2855/gry-internetowe-mmo.html	negative
http://firmy.haloursynow.pl/medycyna-i-zdrowie,880/niepubliczna-opieka-zdrowotna,891/klinika-velmed-medycyna,5182.htm	positive
http://forsawnecie.blogspot.com/	negative
http://forum-psychologia.pl/uwierz-we-wlasne-sily	positive
http://forum.cdaction.pl/index.php?showuser=568582	positive
http://forum.cdrinfo.pl/f5/jak-dobrze-wypozycjonowac-strone-w-google-poprawic-odwiedziny-68536-print/	positive
http://forum.cdrinfo.pl/f5/jak-dobrze-wypozycjonowac-strone-w-google-poprawic-odwiedziny-68536/	positive
http://forum.celiakia.pl/viewtopic.php?p=69961	positive
http://forum.ciekawostka.pl/viewtopic.php?t=1072	negative
http://forum.ciekawostka.pl/viewtopic.php?t=1190	positive
http://forum.dr-kwasniewski.pl/index.php?topic=3559.msg59268	positive
http://forum.ebiznesy.pl/pytania-i-watpliwosci/jaka-najlepsza-ksiazka-t1562.html	positive
http://forum.ebiznesy.pl/szkolenia/szkolenie-pozycjonowanie-stron-w-google-t573.html	positive
http://forum.flitetest.com/external.php?type=RSS2&forumids=65	negative
http://forum.followtheroad.com/kelione-i-egipta-per-lenku-agenturas-t3291.html	positive
http://forum.followtheroad.com/kelioniu-agenturos-lenkijoje-t5592.html	positive
http://forum.followtheroad.com/lenku-kelioniu-agenturos-t4202.html	positive
http://forum.gazeta.pl/forum/w,132,75000068,,Ginekolog.html?v=2&wv.x=1	positive
http://forum.gazeta.pl/forum/w,18839,73081654,,jak_pozycjonowac_w_google_.html?v=2	positive
http://forum.gazeta.pl/forum/w,18839,73081654,88809058,Re_jak_pozycjonowac_w_google_.html	positive
http://forum.gazeta.pl/forum/w,24712,49068698,,polecam_endokrynologa_baza_lekarzy_.html?s=1&v=2	positive
http://forum.kobietawielepiej.pl/moda-i-uroda/moda/bizuteria-handmade-dlaczego-jest-tak-popularna	positive
http://forum.lca.pl/viewtopic.php?t=20971	positive
http://forum.legionisci.com/showthread.php?t=6761&page=29	positive
http://forum.legionisci.com/showthread.php?t=7639&page=5	positive
http://forum.maxroy.com/	positive
http://forum.mycork.org/index.php?topic=21627.0	positive
http://forum.nocowanie.pl/post74051.html	positive
http://forum.o2.pl/temat.php?id_p=4688291&start=570	positive
http://forum.o2.pl/temat.php?id_p=5170917	positive
http://forum.o2.pl/temat.php?id_p=5605293&start=120	positive
http://forum.o2.pl/temat.php?id_p=6881564	positive
http://forum.olesnica.org.pl/index.php?showtopic=3983	positive
http://forum.olesnica.org.pl/index.php?showtopic=3989	positive
http://forum.polygamia.pl/po-godzinach/koszt-zalozenia-prostej-strony-firmowej/	positive
http://forum.poradnik-webmastera.com/strony-do-oceny/co-sadzicie-o-tej-stronie-drukarni-t1003.html	positive
http://forum.pozycjoner.org/index.php?showtopic=36&view=findpost&p=896	negative
http://forum.pozycjoner.org/lofiversion/index.php/t36.html	negative
http://forum.programosy.pl/pozycjonowanie-czyli-o-seo-pokrotce-vp902005.html-sid=08c4ab6406bc4673bcdacbbd2c2c5305	positive
http://forum.programosy.pl/pozycjonowanie-stron-www-poradnik-vt25525.html	positive
http://forum.przyjaznyinwestor.pl/e-biznes/zwiekszanie-wartosciowego-ruchu-na-stronie-t2177.html	positive
http://forum.sprawnymarketing.pl/pozycjonowanie-stron/jak-wypromowac-serwis-internetowy-78/	positive
http://forum.webesteem.pl/viewtopic.php?t=4295&view=next	positive
http://forum.wirtualnezory.pl/viewtopic.php?f=95&t=4300&start=60	positive
http://forum.wirtualnezory.pl/viewtopic.php?f=95&t=4300&start=90	positive
http://forum.zyciepabianic.pl/sluzba-zdrowia-f13/jaki-najlepszy-ginekolog-w-pabianicach-t1110.html	positive
http://forum.zyciepabianic.pl/sluzba-zdrowia-f13/przyjazna-przychodnia-t2199.html	positive
http://foxen.pl/link-strony-pr7-darmo/	positive
http://frakobenhavnwithlove.blogspot.com/2014/08/hotel-golden-beach-turgutreis-turcja.html	positive
http://franchising.pl/franczyza/1316/wakacje-pl/	positive
http://francja.studentnews.pl/serwis.php?&s=310&pok=44066&c2=10316&l=&id=97701	positive
http://freelancer.org.pl/topic.php?id=98	positive
http://gabinet-ortodontyczny.net.pl/podstawowe-zadania-jakie-stoja-przed-ortodontom	positive
http://gabinet-ortodontyczny.net.pl/u-ortodonty	positive
http://galeriamalta.pl/en/plan-galerii/biuro-podrozy-itaka-1010.html	positive
http://galeriamalta.pl/gm-index/biuro-podrozy-itaka-1010.html	positive
http://gastromedica.pl/kontakt	positive
http://geekgirlscarrots.eu/	positive
http://geekgirlscarrots.nl/	positive
http://geekgirlscarrots.org/	positive
http://geekgirlscarrots.pl/	positive
http://gen.up.wroc.pl/link.htm	negative
http://generatorfinansowy.blogspot.com/	positive
http://ggc.startupsprint.org/	positive
http://giertych.blogspot.com/	negative
http://giertych.blogspot.com/2005_09_01_archive.html	negative
http://gift.travel/turystyka/t12.htm	positive
http://ginekolog-szczecin.com.pl/czym-zajmuje-sie-anestezjolog	positive
http://ginekolog-szczecin.com.pl/czym-zajmuje-sie-kardiolog	positive
http://ginekolog-trojmiasto.pl/zanim-zaczniemy-prace	positive
http://ginekologusg.pl/znieczulenie-przy-porodzie	positive
http://ginekologwpolsce.org/slownik/	negative
http://ginekologzabrze.com.pl/oferta/	positive
http://glejak.pl/forum/viewtopic.php?f=3&t=1805	positive
http://glejak.pl/forum/viewtopic.php?f=3&t=2001	positive
http://globalwarming-awareness2007.blogspot.com/	negative
http://glow.pl/styl-zycia/gadzety/jumpfrompaper-torby-wyciete-z-kreskowek/	positive
http://gltour.com.ua/	positive
http://gobatumi.com/en/another-charter-flight-from-warsaw/382	positive
http://gokarty.bydgoszcz.pl/	positive
http://gokarty.bydgoszcz.pl/galeria/	positive
http://gotechnologies.pl/about-us/	positive
http://gotechnologies.pl/klienci/	positive
http://graffika.pl/viewtopic.php?f=19&t=45250	positive
http://grancanaria.com/patronato_turismo/Jak-dojecha-263.38822.0.html	positive
http://grandparklara.com/?page_id=3080&lang=en	positive
http://grandparklara.com/?page_id=3080&lang=ru	positive
http://grandtours.by/	positive
http://grecja.studentnews.pl/serwis.php?&s=45&pok=44067&c1m=655&c2=10318&l=0&id=97846	positive
http://grecja.studentnews.pl/serwis.php?&s=45&pok=44067&c1m=722&c2=10318&l=90&id=97743	positive
http://grodzisk.org/viewtopic.php?f=5&t=555&start=30	positive
http://gromada.te-wu.eu/	positive
http://gumberrypl.tumblr.com/post/106907805001/oczekiwanie	positive
http://happyviza.com/forum/viewtopic.php?f=50&t=191&start=20	positive
http://heeftstoring.nl/itaka.pl/	negative
http://heeftstoring.nl/wakacje.pl/	negative
http://heeftstoring.nl/znanylekarz.pl/	negative
http://heep.billie.ru.cx/821/gry-mmoprg.htm	negative
http://hiszpania.studentnews.pl/serwis.php?&s=66&pok=44068&c2=10328&l=&id=97643	positive
http://hootway.com/	negative
http://hootway.com/home/	negative
http://horoskop.iwoman.pl/	positive
http://hosting-stron.dlafirm.org/	negative
http://hostinginfo.pl/	positive
http://hostinginfo.pl/category/news/	positive
http://hr-forum.pl/	positive
http://icemaster.republika.pl/link.htm	negative
http://idsoft.nu/marta-cygan.html	negative
http://index777.org/alexa/Alexa_3.html	negative
http://index777.org/alexa/Alexa_37.html	negative
http://index777.org/alexa/Alexa_8.html	negative
http://inell.dirpress.keed.pl/2672/gry-internetowe.html	negative
http://infofresh.pl/internet,i,komputery/gry,fantasy,s,999/	negative
http://infotur.zw.pl/info20.html	positive
http://infotur.zw.pl/infor13b.htm	positive
http://inny-blog.blogspot.com/2008/12/praca-przez-internet-od-zaraz.html	positive
http://interaktywnie.com/	positive
http://interaktywnie.com/biznes/blog-ekspercki/trendy/obciachowy-teraz-internet-85	positive
http://interaktywnie.com/biznes/newsy/portale/rezerwacja-wycieczek-w-onetpl-1591	positive
http://interaktywnie.com/biznes/newsy/wydarzenia-i-konferencje/drugie-spotkanie-barcampu-radomit-3442	positive
http://interaktywnie.com/biznes/newsy/wydarzenia-i-konferencje/netday-lublin-3-3847	positive
http://interiorsdesignblog.com/meetblogin-2/	positive
http://interiorsdesignblog.com/meetblogin/	positive
http://internet.gadzetomania.pl/2009/11/18/przeglad-nowych-uslug-reklamowych	positive
http://internetowe.blogspot.com/	positive
http://internetowe.blogspot.com/2010/12/jak-poprawic-ogladalnosc-strony-lepsza.html	positive
http://internetowesklepy.pl/sklep,1398365004.html	positive
http://internista-chorzow.pl/przygotowanie-do-rozwoju-dziecka	positive
http://investing.businessweek.com/research/stocks/private/snapshot.asp?privcapId=272957123	positive
http://ip-173-201-142-193.ip.secureserver.net/alexa/Alexa_107.html	negative
http://ip-173-201-142-193.ip.secureserver.net/alexa/Alexa_187.html	negative
http://ip-184-168-143-37.ip.secureserver.net/alexa/Alexa_153.html	negative
http://iristurystyka.pl/index.php/component/k2/itemlist/user/1064	positive
http://irydolog-homeopata.pl/fizjoterapia-po-zlamaniu	positive
http://iskanna.jogger.pl/2007/11/08/interia-kradnie/	positive
http://ittechblog.pl/2010/05/18/seo-light-program-do-polautomatycznego-katalogowania-recenzja/	positive
http://jacekantos.pl/partnerzy/	positive
http://jak.manipulant.pl/jak-zrealizowac-czek/	negative
http://jakubcyran.pl/budowanie-marki-swojego-nazwiska/	positive
http://jazzpl.w.interia.pl/	negative
http://jgregm.blogspot.com/	positive
http://jkalinka.pl/pracownia/ginekologia-strony.html	positive
http://joemonster.org/phorum/read.php?f=15&t=1817293	positive
http://jurajskisenior.blogspot.com/2014_06_01_archive.html	positive
http://justmagic.com/Links.html	negative
http://ka100r.republika.pl/index1.htm	negative
http://kamilsamselski.pl/pozycjonowac-strony-2014-poznaj-6-porad-przygotowanych-specjalistow-seo/	positive
http://kamski.pl/blog/adres-strony-z-www-czy-bez-i-dlaczego-to-takie-wazne/	positive
http://kamski.pl/blog/newsletter/	positive
http://kariera.kozminski.edu.pl/en/careers/offer/tresc/specjalista-ds-marketingu-internetowego-the-q/	negative
http://kariera.kozminski.edu.pl/en/careers/offer/tresc/specjalista-ds-obslugi-klienta-master-jedi/	negative
http://kashuwmiescie.blogspot.com/2014_02_01_archive.html	positive
http://kashuwmiescie.blogspot.com/2014/02/radiolog-dzieciecy-w-odzi.html	positive
http://kassiiaz.wordpress.com/	negative
http://kaszuby.iid.pl/ang.php	negative
http://kaszuby.iid.pl/pol.php?section=lokalizacja	negative
http://katalog.gazeta.pl/firmy,wedlug,branz/dekoracje,scian,s,47097/	negative
http://katalog.kolo.devilhost.pl/1800/gry-mmoprg.html	negative
http://katalog.noclegi.biz.pl/Komputery-4-0.html	negative
http://katalog.onet.pl/11399,42113,4,galanteria-skorzana-torebki,r.html	negative
http://katalog.onet.pl/12190,0,2,oferty-all-inclusive,k.html	negative
http://katalog.onet.pl/2788,0,20,odziez,k.html	negative
http://katalog.onet.pl/2816,sluzba-zdrowia,k.html	negative
http://katalog.onet.pl/2829,0,10,medycyna,k.html	negative
http://katalog.onet.pl/3257,43645,10,slupsk-powiat-biura-podrozy,r.html	negative
http://katalog.onet.pl/3257,69862,krapkowice-biura-podrozy,r.html	negative
http://katalog.onet.pl/3432,0,11,oferty-last-minute,k.html	negative
http://katalog.rgh.pl/www2plnet/gry,przegl%C3%84%C2%85darkowe-info-36383.html	negative
http://katalog.start24.pl/	negative
http://katalog.top-rank.pl/telekomunikacja/forum_optymalizacja_i_pozycjonowanie_stron/s593.html	negative
